Size;Generation(µs);Serialization(µs);ToRedis(µs)
128x128;1535;7;388
512x512;25428;269;3140
128x128;1561;8;221
512x512;24226;203;1971
512x512;23909;183;1410
128x128;1497;8;189
512x512;23927;186;1449
512x512;23926;207;2112
256x256;6073;48;486
512x512;24401;208;1562
128x128;1519;8;190
256x256;6085;48;469
128x128;1493;6;235
512x512;23898;192;1302
128x128;1484;9;173
256x256;5951;39;426
512x512;23941;191;1322
512x512;23937;209;1372
512x512;24053;197;1444
512x512;23841;187;1790
128x128;1499;8;264
256x256;5937;40;464
512x512;24048;188;1700
512x512;23885;193;1441
256x256;5996;39;386
128x128;1496;8;241
256x256;5945;18;410
256x256;5970;18;415
128x128;1496;4;273
128x128;1511;4;240
128x128;1505;4;252
128x128;1495;4;244
128x128;1501;4;243
256x256;5938;17;357
512x512;24123;185;1538
128x128;1488;8;226
256x256;5976;37;350
128x128;1489;4;203
256x256;5987;17;600
256x256;5965;17;434
128x128;1491;3;245
512x512;23906;181;1428
256x256;5975;36;494
128x128;1484;7;264
128x128;1486;4;242
128x128;1480;4;247
256x256;5960;18;380
512x512;24061;191;1524
256x256;5970;36;403
512x512;23915;185;1355
128x128;1503;8;228
512x512;23742;183;1235
512x512;24615;202;1201
256x256;6216;39;524
256x256;6181;18;408
512x512;23855;186;1518
512x512;23905;188;1284
128x128;1505;9;246
512x512;23938;193;1192
256x256;5987;40;432
256x256;6000;18;384
512x512;24307;185;1416
512x512;24051;202;1409
512x512;23747;191;1179
256x256;5989;39;440
256x256;5957;17;374
128x128;1496;8;229
128x128;1495;3;191
512x512;24148;197;1517
128x128;1491;7;261
128x128;1489;4;294
512x512;23848;197;1414
256x256;6016;40;484
256x256;6104;18;348
128x128;1495;8;246
256x256;5934;16;390
128x128;1496;3;228
512x512;24298;198;1302
512x512;23892;182;1461
256x256;5990;38;369
512x512;23884;186;1234
512x512;23794;184;1338
256x256;5955;39;411
256x256;5995;18;370
128x128;1597;9;253
512x512;23885;183;1340
256x256;6018;35;461
512x512;23746;189;1225
256x256;6032;36;402
128x128;1500;8;197
256x256;5990;17;359
256x256;5995;16;351
512x512;23974;188;1225
512x512;23809;188;1433
512x512;23981;227;1794
512x512;24004;197;1744
128x128;1515;8;260
256x256;5954;38;351
128x128;1486;4;291
256x256;5999;17;436
128x128;1550;4;197
128x128;1532;3;199
128x128;1545;3;153
128x128;1549;3;182
512x512;24486;183;1401
256x256;5945;38;438
512x512;23879;187;1679
256x256;5949;38;528
256x256;5958;17;432
512x512;23866;186;1494
512x512;23932;192;1409
256x256;5971;40;475
512x512;23905;191;1288
128x128;1588;9;219
128x128;1596;3;178
256x256;6110;38;418
256x256;5973;19;337
256x256;5919;17;411
512x512;24073;188;1354
128x128;1491;8;154
256x256;6017;37;336
512x512;23881;188;1476
128x128;1499;8;234
256x256;5951;38;340
512x512;23936;185;1546
256x256;6023;37;428
256x256;5989;17;411
512x512;23941;184;1253
512x512;23928;189;1427
256x256;5961;39;439
128x128;1489;8;244
256x256;5978;18;320
512x512;23947;186;1492
512x512;23893;187;1279
128x128;1515;9;223
512x512;23749;188;1698
512x512;23890;188;1417
128x128;1545;9;192
256x256;5994;39;341
256x256;6028;19;421
512x512;23888;181;1469
256x256;5961;34;432
128x128;1484;8;260
256x256;5949;17;429
512x512;24133;186;1574
256x256;5953;35;468
512x512;23831;189;1210
512x512;23840;200;1271
256x256;5956;39;441
128x128;1552;9;173
128x128;1550;3;222
256x256;5986;18;454
512x512;24153;203;1431
512x512;23769;192;1142
128x128;1580;8;210
512x512;23980;187;1530
256x256;5981;39;453
128x128;1501;8;245
256x256;5977;18;372
256x256;5999;17;423
128x128;1544;4;238
512x512;24164;192;1430
256x256;5987;36;448
512x512;23910;187;1253
128x128;1499;8;181
128x128;1495;3;228
256x256;5973;37;422
256x256;5978;17;336
512x512;23922;187;1311
256x256;6000;37;485
256x256;5974;17;324
512x512;23748;188;1181
128x128;1490;8;164
256x256;5978;36;478
128x128;1493;4;255
512x512;24197;180;1383
128x128;1526;8;223
256x256;5958;37;447
128x128;1492;4;197
128x128;1492;4;252
256x256;5982;21;356
128x128;1516;3;244
256x256;5968;17;356
128x128;1531;4;219
512x512;24316;184;1154
256x256;5959;35;381
512x512;24217;192;1332
512x512;23892;180;1256
512x512;23879;183;1178
512x512;23711;186;1324
256x256;6026;39;420
512x512;23957;185;1260
256x256;5974;38;510
128x128;1503;9;192
128x128;1492;3;227
256x256;5931;18;482
512x512;23930;188;1529
512x512;23956;186;1206
512x512;23979;187;1232
512x512;23924;191;1328
512x512;24132;184;1376
256x256;5939;45;454
512x512;23936;189;1410
128x128;1500;8;161
256x256;6023;39;466
128x128;1548;4;249
256x256;6131;17;429
256x256;5963;17;327
128x128;1508;4;243
128x128;1495;4;248
128x128;1504;4;251
256x256;5978;17;417
512x512;24093;184;1460
128x128;1525;7;221
128x128;1549;3;194
128x128;1491;4;182
512x512;23939;189;1628
256x256;5970;39;398
128x128;1510;7;222
512x512;23769;184;1435
512x512;23895;191;1291
512x512;23932;181;1310
512x512;23944;187;1354
256x256;5962;39;403
128x128;1501;8;205
256x256;5976;17;409
256x256;5983;16;435
512x512;23982;182;1261
512x512;24005;182;1228
256x256;5982;41;404
512x512;23958;185;1154
256x256;5951;37;411
256x256;6037;17;469
128x128;1488;8;171
512x512;23914;197;1211
512x512;24034;204;1264
128x128;1503;8;253
256x256;5932;39;486
128x128;1495;4;202
256x256;6019;20;431
128x128;1567;4;271
512x512;24306;234;1364
256x256;5998;37;429
128x128;1509;8;220
128x128;1506;4;232
128x128;1486;4;249
512x512;23910;186;1325
128x128;1564;7;197
512x512;23892;192;1449
128x128;1509;8;155
128x128;1506;4;198
512x512;23858;190;1263
512x512;24237;232;1443
128x128;1556;8;123
512x512;23903;189;1304
256x256;6011;40;424
256x256;5988;17;340
512x512;23835;184;1535
256x256;5982;36;429
256x256;5965;17;366
128x128;1578;8;217
128x128;1573;3;180
256x256;5958;16;450
256x256;6004;16;314
256x256;6099;17;448
128x128;1590;4;243
512x512;24022;183;1264
512x512;23769;190;1219
512x512;23905;189;1278
128x128;1539;8;259
512x512;23973;184;1277
512x512;23878;184;1511
256x256;5988;38;406
512x512;23789;192;1423
128x128;1503;9;218
512x512;23844;186;1230
256x256;5980;40;461
128x128;1489;8;183
512x512;23859;187;1646
256x256;5972;38;451
256x256;6024;17;504
512x512;24109;191;1309
256x256;5980;38;475
128x128;1529;8;288
512x512;23919;191;1404
512x512;23768;187;1340
512x512;23943;181;1668
512x512;23913;189;1494
256x256;5984;39;533
128x128;1563;8;246
512x512;23878;184;1488
256x256;5925;38;464
512x512;23974;186;1505
128x128;1524;8;207
128x128;1488;4;250
256x256;5972;37;548
128x128;1485;3;323
512x512;23722;187;1352
128x128;1546;7;227
256x256;5988;37;410
256x256;5976;17;517
128x128;1489;4;193
256x256;5971;20;721
128x128;1497;5;198
512x512;23910;187;1424
256x256;6007;38;476
512x512;23951;186;1522
128x128;1506;8;190
512x512;23861;182;1311
512x512;23747;186;1478
512x512;24012;184;1700
128x128;1497;8;270
128x128;1485;4;243
512x512;23847;192;1224
512x512;23826;184;1398
256x256;5954;38;483
128x128;1504;17;241
128x128;1574;27;363
512x512;24706;215;1500
256x256;5985;41;345
512x512;23928;185;1142
512x512;23879;190;1246
512x512;24050;184;1234
256x256;6093;39;460
128x128;1493;8;198
512x512;23844;189;1275
256x256;5982;38;454
128x128;1490;8;224
512x512;23934;187;1401
128x128;1510;8;181
512x512;23946;183;1430
512x512;23915;176;1452
256x256;5999;38;752
512x512;23741;187;1475
256x256;5993;37;436
256x256;5982;18;385
256x256;6330;17;464
128x128;1501;8;219
128x128;1478;3;232
256x256;5942;17;547
512x512;24145;189;1319
256x256;5963;36;429
128x128;1487;7;194
128x128;1496;4;233
256x256;5977;18;307
256x256;5938;17;413
256x256;6004;17;433
256x256;6020;17;315
512x512;24223;194;1263
128x128;1547;9;270
128x128;1541;4;313
512x512;23797;202;1334
128x128;1498;8;216
512x512;23844;189;1925
128x128;1554;8;222
256x256;5964;40;464
512x512;23873;194;1293
512x512;23918;184;1321
512x512;23894;205;1321
512x512;24009;187;1588
512x512;24008;192;1405
512x512;23912;189;1237
256x256;5965;39;436
256x256;5936;19;400
512x512;23908;228;1117
256x256;5951;36;464
512x512;23954;188;1318
256x256;6027;36;401
128x128;1501;8;193
256x256;5953;17;470
256x256;6051;16;670
128x128;1507;4;195
512x512;23992;184;1420
512x512;23963;193;1272
128x128;1512;9;210
128x128;1494;4;244
128x128;1493;4;242
128x128;1482;4;241
512x512;23911;186;1568
128x128;1508;7;187
256x256;5967;39;411
128x128;1613;4;247
128x128;1494;3;239
512x512;23865;185;1466
256x256;5983;37;467
512x512;23915;188;1421
256x256;5994;37;461
512x512;23835;188;1588
256x256;5971;36;436
512x512;23908;182;1638
512x512;23887;186;1277
128x128;1525;8;258
128x128;1511;4;256
128x128;1486;4;217
512x512;23931;188;1160
256x256;5970;37;432
128x128;1514;8;242
512x512;23926;183;1468
128x128;1496;7;137
256x256;6051;40;394
256x256;5985;19;443
128x128;1494;6;208
512x512;23958;181;1410
512x512;23902;190;1455
512x512;23905;187;1364
128x128;1508;8;176
128x128;1490;3;229
512x512;23858;186;1338
512x512;23973;189;1308
128x128;1501;9;270
512x512;23874;190;1560
256x256;5991;39;577
256x256;6274;18;443
256x256;5970;17;459
256x256;5974;17;316
128x128;1513;8;236
256x256;5948;17;388
512x512;23980;181;1348
128x128;1547;8;159
256x256;5986;36;466
256x256;5979;17;493
128x128;1492;4;223
512x512;23963;228;1524
128x128;1527;8;179
256x256;5981;35;414
256x256;6093;17;392
128x128;1535;4;261
128x128;1493;4;254
512x512;23960;184;1619
512x512;23798;185;1402
512x512;24038;189;1289
128x128;1546;8;230
256x256;6042;39;418
256x256;5960;17;387
256x256;6063;17;337
256x256;5982;15;393
128x128;1539;4;229
128x128;1540;4;245
256x256;5989;16;438
512x512;24005;184;1488
256x256;6028;36;493
128x128;1484;8;254
128x128;1490;4;291
256x256;6013;22;447
512x512;24017;186;1729
128x128;1492;8;156
256x256;5952;36;423
256x256;5935;18;424
256x256;6022;31;370
128x128;1500;7;218
512x512;24106;182;1468
128x128;1534;8;171
128x128;1484;4;254
512x512;23711;189;1169
512x512;23925;191;1541
256x256;5987;39;444
512x512;23982;199;1172
512x512;23893;189;1555
128x128;1499;8;200
256x256;5945;39;421
256x256;5976;17;372
128x128;1531;4;167
512x512;24238;186;1519
256x256;5984;35;402
512x512;23953;187;1381
256x256;5937;36;479
512x512;23950;187;1844
128x128;1513;8;182
128x128;1500;3;222
512x512;23871;193;1494
128x128;1548;8;258
512x512;23812;185;1499
512x512;23918;183;1412
512x512;24033;179;1305
256x256;5971;39;441
256x256;5967;18;384
128x128;1497;8;213
128x128;1499;4;219
128x128;1547;5;288
256x256;6045;18;410
512x512;24088;184;1345
128x128;1497;8;268
512x512;23868;185;1468
256x256;6000;39;420
256x256;6035;18;614
256x256;5966;17;476
256x256;6009;17;391
512x512;24029;189;1525
256x256;5996;35;409
256x256;6076;17;408
512x512;23898;185;1620
512x512;23811;185;1358
128x128;1542;8;172
256x256;5993;38;427
512x512;23832;191;1360
256x256;6049;38;382
128x128;1548;8;221
128x128;1492;3;211
128x128;1503;3;208
256x256;5975;17;423
512x512;24149;186;1331
256x256;5942;36;511
256x256;6103;16;380
256x256;6055;16;401
256x256;5964;16;378
512x512;23841;187;1479
128x128;1524;8;158
256x256;5916;36;424
512x512;24224;187;1166
512x512;24053;198;1808
256x256;6002;39;396
256x256;6043;16;394
128x128;1496;8;182
128x128;1486;3;152
128x128;1501;4;208
512x512;24044;189;1296
512x512;24022;176;1245
256x256;5976;38;458
512x512;23800;177;1256
128x128;1595;8;266
256x256;6228;38;484
128x128;1495;3;239
128x128;1491;4;246
512x512;23925;189;1531
512x512;23895;187;1911
256x256;5951;39;394
128x128;1497;8;255
512x512;23863;186;1531
256x256;5981;38;371
128x128;1539;8;207
256x256;6096;18;341
128x128;1491;4;208
128x128;1491;4;187
512x512;24004;192;1428
512x512;23962;187;1247
512x512;23827;185;1230
128x128;1502;8;285
128x128;1482;4;259
128x128;1494;4;245
256x256;5980;37;442
128x128;1509;4;212
256x256;6038;17;377
256x256;6037;16;412
128x128;1581;4;218
256x256;5967;16;364
128x128;1515;5;152
128x128;1547;3;172
256x256;6062;20;280
256x256;5954;17;353
512x512;23803;180;1487
128x128;1509;8;197
128x128;1492;4;244
256x256;6048;37;450
128x128;1534;6;258
512x512;23836;186;1434
256x256;6010;36;493
128x128;1499;7;251
256x256;5972;17;420
128x128;1505;3;257
512x512;24101;187;1366
128x128;1500;8;184
128x128;1534;3;241
128x128;1494;4;245
128x128;1499;4;251
128x128;1496;4;245
512x512;23866;186;1292
128x128;1528;7;255
128x128;1484;4;241
256x256;5944;38;403
512x512;23921;184;1376
512x512;23910;188;1391
256x256;6012;38;411
256x256;5977;17;301
256x256;5952;16;337
256x256;5977;17;344
512x512;24339;193;1537
512x512;23945;183;1403
128x128;1539;8;173
512x512;23916;188;1274
256x256;5987;38;345
256x256;6068;17;353
512x512;23874;185;1148
256x256;5979;37;375
512x512;23956;184;1241
128x128;1510;8;185
512x512;23798;194;1358
256x256;6018;38;460
256x256;5949;17;452
256x256;6087;17;465
256x256;5975;17;424
256x256;6017;17;445
256x256;5957;17;312
128x128;1603;8;205
512x512;23877;182;1467
512x512;23935;200;1188
512x512;23893;190;1460
128x128;1509;8;261
128x128;1490;4;249
512x512;23876;187;1445
512x512;23928;188;1325
128x128;1507;8;208
256x256;5972;41;447
512x512;23870;197;1403
256x256;5976;38;433
512x512;24077;208;1539
512x512;23933;192;1344
512x512;24300;195;1381
256x256;6047;39;416
512x512;23926;192;1381
128x128;1491;8;257
256x256;5997;37;451
128x128;1500;4;223
512x512;24113;190;1531
256x256;6223;37;328
128x128;1561;8;221
256x256;6037;17;489
256x256;5989;16;462
512x512;24252;195;1330
128x128;1553;8;204
128x128;1491;4;264
256x256;6107;38;484
256x256;6054;18;412
128x128;1486;4;246
256x256;5975;16;437
256x256;6077;16;404
512x512;24135;182;1436
512x512;23984;186;1539
256x256;5963;38;377
512x512;24031;188;1226
256x256;5969;37;343
128x128;1494;9;207
256x256;6115;27;369
512x512;23902;181;1284
128x128;1480;8;234
512x512;24021;189;1412
128x128;1496;8;215
256x256;5986;38;530
256x256;5969;17;492
128x128;1506;4;196
512x512;23864;187;1374
512x512;23923;192;1266
128x128;1594;8;221
512x512;24057;183;1541
128x128;1557;8;153
512x512;23836;193;1320
128x128;1484;8;223
256x256;6258;38;389
512x512;23868;183;1385
128x128;1497;8;200
128x128;1487;4;252
128x128;1524;4;251
128x128;1544;4;249
128x128;1489;3;251
256x256;5968;38;386
512x512;24437;252;1474
256x256;6036;38;422
256x256;5979;22;436
128x128;1486;8;243
128x128;1493;4;159
256x256;5976;27;314
512x512;24529;203;1402
256x256;6024;40;390
512x512;23899;189;1526
128x128;1528;8;200
512x512;24002;200;1267
512x512;24226;202;1702
256x256;6043;37;438
128x128;1559;8;185
256x256;6035;20;337
256x256;6023;17;329
512x512;24110;189;1272
512x512;24167;193;1259
128x128;1494;9;148
256x256;5971;43;374
512x512;24069;194;1824
128x128;1489;8;192
512x512;23830;199;1358
512x512;23962;191;1455
256x256;6058;39;498
256x256;6021;20;530
256x256;6015;16;406
128x128;1524;8;169
256x256;6012;20;515
256x256;6055;16;420
128x128;1534;4;296
512x512;24049;187;1505
256x256;5966;50;380
256x256;5999;26;330
256x256;6003;20;418
512x512;23981;187;1297
256x256;6054;42;406
128x128;1548;8;157
256x256;5982;19;369
512x512;24229;198;1594
256x256;5983;39;341
256x256;6051;25;299
512x512;24062;197;1232
128x128;1599;9;179
512x512;23895;196;1348
512x512;23877;197;1390
128x128;1500;8;163
512x512;24058;195;1579
256x256;6035;42;319
512x512;23916;189;1227
512x512;23933;211;1317
512x512;24702;199;1438
512x512;23930;196;1215
256x256;5989;41;382
512x512;24335;190;1298
256x256;5973;37;460
512x512;23865;191;1596
128x128;1562;8;222
256x256;6020;37;347
512x512;23877;181;1410
512x512;24052;190;1296
128x128;1495;8;195
128x128;1537;4;218
512x512;23716;193;1243
512x512;23987;189;1300
512x512;23884;183;1319
512x512;24052;184;1399
256x256;5949;39;558
512x512;23464;187;1720
256x256;6195;38;498
512x512;23491;186;1609
512x512;23382;183;1704
256x256;5936;38;437
512x512;23846;189;1342
256x256;5973;37;459
256x256;6004;16;354
256x256;6210;15;355
128x128;1495;8;219
128x128;1497;4;257
256x256;5975;16;368
512x512;23970;183;1345
512x512;23773;187;1600
256x256;5999;40;434
512x512;23855;188;1487
256x256;6262;39;369
256x256;5994;17;401
256x256;5960;16;367
256x256;5991;19;501
128x128;1550;8;216
128x128;1496;3;240
128x128;1491;4;239
512x512;23942;182;1699
512x512;23903;189;1191
512x512;24017;192;1402
128x128;1499;8;237
256x256;6118;110;662
256x256;6325;55;488
256x256;5992;19;477
256x256;6111;16;383
512x512;24248;188;1525
128x128;1500;8;262
128x128;1496;4;248
512x512;23898;202;1532
512x512;24483;212;1735
128x128;1530;8;195
128x128;1487;11;276
512x512;24433;207;1631
256x256;6255;45;524
512x512;25520;242;1310
256x256;6207;59;490
128x128;1581;8;130
128x128;1576;4;257
256x256;6239;37;333
128x128;1614;7;186
128x128;1504;4;155
128x128;1533;5;246
256x256;6251;41;1319
512x512;24321;192;1649
256x256;6050;37;433
512x512;24102;210;1684
128x128;1571;12;288
512x512;24511;194;1219
128x128;1526;9;138
256x256;6007;39;420
512x512;24463;217;1383
256x256;6303;47;923
128x128;1586;10;139
512x512;24816;191;1461
256x256;6020;55;528
256x256;6070;56;401
512x512;24138;180;1600
256x256;5998;36;408
512x512;23908;186;1460
512x512;23980;189;1635
128x128;1501;8;147
512x512;23718;189;1407
256x256;5976;40;410
128x128;1596;9;181
256x256;6312;18;266
128x128;1522;5;203
512x512;23987;226;1448
512x512;23956;197;1614
256x256;5964;39;446
128x128;1484;8;257
128x128;1499;4;238
128x128;1503;4;233
512x512;23857;195;1639
512x512;23817;187;1331
128x128;1511;9;218
256x256;6004;39;441
256x256;5976;16;449
256x256;5971;17;306
512x512;24269;185;1189
512x512;23805;213;1327
128x128;1545;8;188
512x512;24065;193;1232
512x512;23972;192;1462
256x256;5973;38;346
128x128;1544;9;175
256x256;6027;17;498
256x256;5959;15;420
128x128;1494;3;209
128x128;1494;4;212
512x512;23975;184;1265
128x128;1500;7;229
512x512;23828;220;1530
256x256;5973;38;398
128x128;1498;8;255
256x256;5977;16;385
128x128;1485;4;246
128x128;1502;4;236
512x512;24095;183;1553
128x128;1512;7;257
256x256;5955;35;469
512x512;23891;187;1635
256x256;6043;39;472
256x256;5965;16;413
512x512;23746;185;1302
128x128;1503;8;198
256x256;5982;36;441
128x128;1553;4;201
512x512;24267;194;1698
128x128;1494;8;185
512x512;23748;191;1297
256x256;5984;40;467
512x512;23856;185;1342
512x512;23959;187;1337
256x256;5969;39;467
128x128;1504;8;248
256x256;5956;17;410
512x512;23915;187;1491
512x512;24271;192;1790
512x512;23947;184;1460
512x512;24180;187;1315
256x256;5993;38;478
256x256;5939;17;514
128x128;1508;8;170
128x128;1507;4;247
256x256;5973;17;457
256x256;6146;17;453
128x128;1583;3;223
128x128;1481;3;209
512x512;24296;185;1475
512x512;23857;186;1627
512x512;23960;187;1895
128x128;1526;9;188
128x128;1503;3;232
256x256;5967;38;386
128x128;1576;5;200
512x512;24140;188;1499
512x512;23940;183;1657
256x256;5978;42;497
256x256;5965;18;491
128x128;1526;9;170
128x128;1547;4;254
128x128;1590;4;231
512x512;24312;197;1622
128x128;1535;8;211
128x128;1498;4;183
256x256;5951;40;354
512x512;23963;189;1278
128x128;1506;8;262
128x128;1487;4;231
512x512;23864;189;1278
256x256;5978;39;493
256x256;5934;18;554
512x512;23929;191;1364
128x128;1502;9;154
512x512;24200;192;1288
512x512;23921;182;1437
256x256;6152;43;406
512x512;23745;195;1400
256x256;5982;39;464
256x256;5975;16;318
128x128;1523;9;244
512x512;23880;187;1488
512x512;23910;181;1253
256x256;6228;39;442
128x128;1545;8;265
512x512;23868;187;1765
128x128;1508;9;170
512x512;23873;192;1286
256x256;6000;40;505
512x512;23821;189;1314
128x128;1511;8;261
512x512;23909;189;1500
128x128;1513;8;166
512x512;23879;184;1374
128x128;1531;8;166
512x512;23752;197;1327
512x512;23873;177;1403
128x128;1501;8;226
512x512;24237;190;1447
512x512;23879;196;1626
256x256;5975;41;507
512x512;23834;190;1431
128x128;1504;8;169
128x128;1543;3;203
256x256;5981;37;355
512x512;23969;184;1399
256x256;5975;38;430
256x256;5944;17;428
128x128;1483;8;214
512x512;23854;183;1386
256x256;5997;35;454
128x128;1535;8;198
512x512;23888;186;1506
128x128;1560;7;233
128x128;1498;4;240
128x128;1491;4;242
512x512;23938;189;1239
256x256;6012;40;403
128x128;1487;8;207
128x128;1482;3;226
512x512;23885;185;1690
128x128;1516;7;205
128x128;1498;3;229
256x256;5988;38;500
256x256;6022;18;343
512x512;23918;236;1228
256x256;6272;36;387
512x512;23906;195;1274
128x128;1494;8;186
128x128;1488;3;247
256x256;5983;38;444
128x128;1488;4;245
512x512;23910;189;1579
128x128;1513;7;255
256x256;5996;37;461
128x128;1497;4;203
512x512;23873;182;1493
512x512;23746;202;1491
512x512;23908;181;1300
256x256;5982;40;431
512x512;23983;187;1355
128x128;1489;8;257
512x512;23837;191;1268
512x512;24117;200;1187
512x512;23966;192;1345
512x512;23884;184;1315
128x128;1557;8;232
128x128;1490;4;253
512x512;23910;184;1348
256x256;5972;40;406
128x128;1507;8;187
256x256;5995;18;427
512x512;24032;224;1281
256x256;6009;40;415
128x128;1556;8;204
128x128;1526;4;220
128x128;1496;3;249
128x128;1492;4;270
128x128;1494;4;202
512x512;23873;197;1391
512x512;24509;201;1369
128x128;1557;11;250
256x256;6103;45;464
256x256;6009;21;412
128x128;1551;7;200
512x512;24214;183;1385
128x128;1513;8;144
512x512;23715;192;1372
256x256;6000;39;428
256x256;6217;17;340
128x128;1490;8;194
128x128;1489;4;216
512x512;24080;188;1353
128x128;1517;8;245
256x256;5975;37;383
128x128;1559;4;237
512x512;24282;196;1412
512x512;24023;195;1676
128x128;1498;8;268
512x512;23854;196;1324
128x128;1552;8;234
512x512;23907;188;1341
512x512;23920;190;1457
512x512;23940;179;1289
512x512;23831;185;1260
128x128;1484;9;172
256x256;5959;40;445
512x512;23983;187;1451
512x512;23941;186;1327
256x256;6043;37;420
256x256;6046;18;428
128x128;1584;7;244
